Tanggal;Provinsi;Kabupaten/Kota;Cuaca Ekstrem;Dampak
2021-06-30;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-08-23;Jawa Barat;Kab. Indramayu;Hujan Lebat;Banjir / Genangan
2021-11-27;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-12-14;Jawa Barat;Kab. Indramayu;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2021-12-25;Jawa Barat;Kab. Indramayu;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2022-01-12;Jawa Barat;Kab. Indramayu;Puting Beliung;Bangunan Rusak
2022-02-23;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-03-20;Jawa Barat;Kab. Indramayu;Hujan Lebat;Bangunan Rusak
2022-07-18;Jawa Barat;Kab. Indramayu;Hujan Lebat;Banjir / Genangan
2022-10-24;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-02-03;Jawa Barat;Kab. Indramayu;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-02-03;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-02-09;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-02-20;Jawa Barat;Kab. Indramayu;Puting Beliung, Hujan Lebat;Bangunan Rusak
2023-05-04;Jawa Barat;Kab. Indramayu;Hujan Lebat, Petir;Korban Jiwa / Luka
2023-07-06;Jawa Barat;Kab. Indramayu;Puting Beliung;Bangunan Rusak
2024-01-11;Jawa Barat;Kab. Indramayu;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-03-06;Jawa Barat;Kab. Indramayu;Puting Beliung, Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2024-03-14;Jawa Barat;Kab. Indramayu;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi
2018-02-07;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2018-03-23;Jawa Barat;Kab. Karawang;Puting Beliung, Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-11-22;Jawa Barat;Kab. Karawang;Hujan Es;Tidak ada data
2019-01-27;Jawa Barat;Kab. Karawang;Puting Beliung;Bangunan Rusak
2019-01-30;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2019-01-31;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2019-03-15;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2019-03-28;Jawa Barat;Kab. Karawang;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2019-04-20;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2019-07-14;Jawa Barat;Kab. Karawang;Suhu Ekstrem;Tidak ada data
2020-01-09;Jawa Barat;Kab. Karawang;Puting Beliung;Bangunan Rusak
2020-01-22;Jawa Barat;Kab. Karawang;Puting Beliung, Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-04-24;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2020-12-19;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-01-30;Jawa Barat;Kab. Karawang;Angin Kencang;Bangunan Rusak
2021-02-07;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2021-02-11;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2021-02-24;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-04-12;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2021-12-08;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-12-13;Jawa Barat;Kab. Karawang;Puting Beliung, Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-01-13;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2022-01-21;Jawa Barat;Kab. Karawang;Puting Beliung;Bangunan Rusak
2022-01-28;Jawa Barat;Kab. Karawang;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2022-02-18;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2022-02-23;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-03-14;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-10-11;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2022-11-10;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-11-17;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-12-05;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2022-12-18;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-01-09;Jawa Barat;Kab. Karawang;Puting Beliung;Bangunan Rusak
2023-02-09;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-03-02;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2023-03-25;Jawa Barat;Kab. Karawang;Hujan Lebat, Petir;Banjir / Genangan, Gangguan Transportasi
2023-04-02;Jawa Barat;Kab. Karawang;Hujan Lebat, Hujan Es;Tidak ada data
2023-05-04;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2024-01-11;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-02-02;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2024-03-06;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2024-04-05;Jawa Barat;Kab. Karawang;Hujan Lebat, Jarak Pandang;Gangguan Transportasi
2024-04-26;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2024-09-26;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-10-31;Jawa Barat;Kab. Karawang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-11-19;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-11-28;Jawa Barat;Kab. Karawang;Hujan Lebat;Banjir / Genangan
2018-01-05;Jawa Barat;Kab. Kuningan;Hujan Lebat;Pohon Tumbang
2018-01-08;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2018-02-23;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-04-06;Jawa Barat;Kab. Kuningan;Hujan Lebat;Bangunan Rusak
2018-05-19;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2018-05-23;Jawa Barat;Kab. Kuningan;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2018-05-24;Jawa Barat;Kab. Kuningan;Puting Beliung, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-12-23;Jawa Barat;Kab. Kuningan;Puting Beliung;Bangunan Rusak
2019-02-05;Jawa Barat;Kab. Kuningan;Angin Kencang;Bangunan Rusak
2019-04-12;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor
2019-08-07;Jawa Barat;Kab. Kuningan;Suhu Ekstrem;Tidak ada data
2019-12-10;Jawa Barat;Kab. Kuningan;Hujan Lebat;Korban Jiwa / Luka
2019-12-16;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat, Petir;Bangunan Rusak, Korban Jiwa / Luka
2020-01-04;Jawa Barat;Kab. Kuningan;Angin Kencang;Pohon Tumbang
2020-02-28;Jawa Barat;Kab. Kuningan;Hujan Lebat;Pohon Tumbang
2020-02-29;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-04-02;Jawa Barat;Kab. Kuningan;Hujan Lebat;Bangunan Rusak
2020-05-25;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2020-12-15;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor
2020-12-28;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2021-01-22;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2021-03-04;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-03-07;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan
2021-04-11;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-10-29;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-11-07;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor
2021-12-09;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-01-10;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-01-31;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor
2022-02-23;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-03-13;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-03-24;Jawa Barat;Kab. Kuningan;Angin Kencang;Pohon Tumbang
2022-04-22;Jawa Barat;Kab. Kuningan;Puting Beliung;Bangunan Rusak
2022-06-05;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-08-14;Jawa Barat;Kab. Kuningan;Hujan Es;Bangunan Rusak
2022-11-11;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-01-09;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor
2023-01-24;Jawa Barat;Kab. Kuningan;Petir;Bangunan Rusak
2023-03-25;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2023-04-12;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2023-05-01;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan
2023-10-24;Jawa Barat;Kab. Kuningan;Angin Kencang;Bangunan Rusak
2023-11-09;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-11-14;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-01-16;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-01-24;Jawa Barat;Kab. Kuningan;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-03-05;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2024-03-12;Jawa Barat;Kab. Kuningan;Angin Kencang;Pohon Tumbang
2024-03-12;Jawa Barat;Kab. Kuningan;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2024-04-11;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-04-12;Jawa Barat;Kab. Kuningan;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-05-23;Jawa Barat;Kab. Kuningan;Hujan Lebat;Banjir / Genangan
2018-02-12;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2019-03-28;Jawa Barat;Kab. Majalengka;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2019-04-01;Jawa Barat;Kab. Majalengka;Petir;Korban Jiwa / Luka
2019-04-08;Jawa Barat;Kab. Majalengka;Hujan Lebat;Bangunan Rusak, Gangguan Transportasi
2019-06-26;Jawa Barat;Kab. Majalengka;Suhu Ekstrem;Gangguan Transportasi
2020-01-12;Jawa Barat;Kab. Majalengka;Angin Kencang;Bangunan Rusak
2020-01-17;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-01-18;Jawa Barat;Kab. Majalengka;Petir;Bangunan Rusak
2020-02-28;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor
2020-06-09;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2020-06-10;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2021-01-23;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor
2021-02-07;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan
2021-02-26;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan
2021-02-28;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat, Hujan Es;Pohon Tumbang
2021-03-07;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2021-12-11;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-01-18;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-03-05;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-03-25;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-10-07;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-10-24;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-01-15;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2023-01-20;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-01-26;Jawa Barat;Kab. Majalengka;Hujan Lebat, Petir;Bangunan Rusak
2023-02-13;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-02-18;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2023-03-06;Jawa Barat;Kab. Majalengka;Puting Beliung;Bangunan Rusak
2023-03-07;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2023-03-12;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-03-30;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-04-09;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-04-15;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor
2023-04-15;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi
2023-12-04;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-01-07;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-01-10;Jawa Barat;Kab. Majalengka;Hujan Lebat, Petir;Korban Jiwa / Luka
2024-01-25;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Gangguan Transportasi
2024-02-06;Jawa Barat;Kab. Majalengka;Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2024-02-06;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tidak ada data
2024-02-06;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2024-02-07;Jawa Barat;Kab. Majalengka;Puting Beliung, Hujan Lebat, Hujan Es;
2024-02-09;Jawa Barat;Kab. Majalengka;Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2024-02-11;Jawa Barat;Kab. Majalengka;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2024-02-12;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-03-16;Jawa Barat;Kab. Majalengka;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-09-26;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-09-29;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-09-30;Jawa Barat;Kab. Majalengka;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-01-20;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2018-11-06;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2018-11-12;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Korban Jiwa / Luka
2019-03-12;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-12-16;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan
2020-01-01;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Bangunan Rusak
2020-03-02;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-03-07;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-05-27;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-06-03;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor
2020-12-15;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan
2020-12-29;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-03-03;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-04-04;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-06-16;Jawa Barat;Kab. Pangandaran;Puting Beliung;Bangunan Rusak
2021-07-15;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-07-21;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan
2021-08-16;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang
2021-09-14;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2021-09-26;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-10-10;Jawa Barat;Kab. Pangandaran;Angin Kencang;Bangunan Rusak
2021-10-24;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan
2021-10-30;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-11-12;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2022-03-18;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-03-23;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-09-11;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2022-09-16;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-09-21;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2022-09-22;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-09-25;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-02-09;Jawa Barat;Kab. Pangandaran;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2023-06-08;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-07-08;Jawa Barat;Kab. Pangandaran;Hujan Lebat;Tanah Longsor
2024-01-16;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-02-06;Jawa Barat;Kab. Pangandaran;Petir;Korban Jiwa / Luka
2024-03-12;Jawa Barat;Kab. Pangandaran;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2024-08-13;Jawa Barat;Kab. Pangandaran;Puting Beliung, Angin Kencang;Bangunan Rusak, Korban Jiwa / Luka
2018-04-05;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-12-05;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-01-13;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2019-04-06;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2019-09-17;Jawa Barat;Kab. Purwakarta;Angin Kencang;Bangunan Rusak
2019-12-27;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2020-02-05;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2020-02-08;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor
2020-02-16;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2020-02-24;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor
2020-03-31;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2020-04-07;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2020-09-21;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-12-05;Jawa Barat;Kab. Purwakarta;Puting Beliung;Tidak ada data
2021-02-21;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor
2021-03-08;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-03-09;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2021-04-30;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2021-09-15;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-11-01;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2022-01-06;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2022-01-07;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-02-20;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2022-02-24;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-03-23;Jawa Barat;Kab. Purwakarta;Puting Beliung;Bangunan Rusak
2022-04-15;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2022-05-05;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan
2022-12-09;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-02-09;Jawa Barat;Kab. Purwakarta;Angin Kencang;Pohon Tumbang, Korban Jiwa / Luka, Gangguan Transportasi
2023-02-26;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2023-04-02;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Bangunan Rusak, Korban Jiwa / Luka
2023-05-05;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor
2023-12-03;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2023-12-09;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-02-29;Jawa Barat;Kab. Purwakarta;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2024-10-28;Jawa Barat;Kab. Purwakarta;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-03-13;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2018-06-25;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2019-04-10;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2019-11-11;Jawa Barat;Kab. Subang;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2020-01-09;Jawa Barat;Kab. Subang;Hujan Lebat;Bangunan Rusak
2020-02-13;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor
2020-03-31;Jawa Barat;Kab. Subang;Hujan Lebat;Gangguan Transportasi
2020-04-01;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor
2020-05-20;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2020-12-14;Jawa Barat;Kab. Subang;Puting Beliung;Banjir / Genangan, Tanah Longsor
2020-12-15;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor
2020-12-24;Jawa Barat;Kab. Subang;Hujan Lebat;Pohon Tumbang
2021-01-03;Jawa Barat;Kab. Subang;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-01-12;Jawa Barat;Kab. Subang;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-02-07;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2021-02-09;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor
2021-02-21;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2021-03-07;Jawa Barat;Kab. Subang;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-03-28;Jawa Barat;Kab. Subang;Hujan Lebat;Bangunan Rusak
2021-11-01;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2021-11-14;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor
2022-01-06;Jawa Barat;Kab. Subang;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2022-03-11;Jawa Barat;Kab. Subang;Puting Beliung;Bangunan Rusak
2022-04-26;Jawa Barat;Kab. Subang;Hujan Lebat;Banjir / Genangan
2022-04-29;Jawa Barat;Kab. Subang;Puting Beliung;Bangunan Rusak
2022-05-02;Jawa Barat;Kab. Subang;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-05-09;Jawa Barat;Kab. Subang;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-05-11;Jawa Barat;Kab. Subang;Angin Kencang, Hujan Lebat;Pohon Tumbang
